日期,标题,链接,公司名称,股票代码
2022-08-16,公告及通告 - [其他-雜項] 財匯局對本公司的帳目展開查訊,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0816/2022081601377_c.pdf,恒大物业,06666
2022-08-15,公告及通告 - [盈利警告 / 內幕消息] 內幕消息盈利警告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0815/2022081500012_c.pdf,建業地產,00832
2022-08-12,公告及通告 - [內幕消息] 公告2022年7月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0812/2022081200420_c.pdf,建業地產,00832
2022-08-08,"公告及通告 - [其他-雜項] 自願性公告全數償還2022年到期之500,000,000美元6.875%優先票據",https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0808/2022080801148_c.pdf,建業地產,00832
2022-08-04,月報表 截至二零二二年七月三十一日止之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0804/2022080402047_c.pdf,恒大物业,06666
2022-08-03,月報表 截至二零二二年七月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0803/2022080301305_c.pdf,建業地產,00832
2022-08-01,公告及通告 - [董事名單和他們的地位和作用] 董事名單與其角色和職能,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0801/2022080103919_c.pdf,建業地產,00832
2022-08-01,公告及通告 - [更換董事或重要行政職能或職責的變更 / 更換薪酬委員會成員] 執行董事以及非執行董事辭任及委任非執行董事及薪酬委員會成員及變更授權代表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0801/2022080103917_c.pdf,建業地產,00832
2022-07-31,公告及通告 - [其他-雜項] 自願性公告購回部分2022年到期優先票據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0731/2022073100034_c.pdf,建業地產,00832
2022-07-22,公告及通告 - [內幕消息] 內幕消息 - 初步獨立調查所得資訊,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0722/2022072201505_c.pdf,恒大物业,06666
2022-07-22,公告及通告 - [更換董事或重要行政職能或職責的變更] 董事變更,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0722/2022072201509_c.pdf,恒大物业,06666
2022-07-22,公告及通告 - [董事名單和他們的地位和作用] 董事名單及其角色和職能,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0722/2022072201511_c.pdf,恒大物业,06666
2022-07-21,公告及通告 - [股權出現變動 / 內幕消息] 內幕消息控股股東出售股份；及建議發行2024年到期的5%有擔保可換股債券之進展更新公告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0721/2022072100228_c.pdf,建業地產,00832
2022-07-15,翌日披露報表 - [其他] 翌日披露報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0715/2022071501477_c.pdf,建業地產,00832
2022-07-07,月報表 截至二零二二年六月三十日止之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0707/2022070700488_c.pdf,恒大物业,06666
2022-07-07,月報表 截至二零二二年六月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0707/2022070700382_c.pdf,建業地產,00832
2022-07-05,公告及通告 - [內幕消息] 公告2022年6月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0705/2022070501599_c.pdf,建業地產,00832
2022-06-30,公告及通告 - [內幕消息] 內幕消息有關於控股股東建議出售部分股份；及建議根據一般授權發行2024年到期的5%有擔保可換股債券之進展更新公告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0630/2022063002644_c.pdf,建業地產,00832
2022-06-30,公告及通告 - [持續關連交易] 持續關連交易重續營銷及服務平台建設服務框架協議,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0630/2022063002418_c.pdf,建業地產,00832
2022-06-20,公告及通告 - [內幕消息] 復牌指引及更新信息,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0620/2022062001230_c.pdf,恒大物业,06666
2022-06-17,公告及通告 - [股息或分派（公告表格）] 截至2021年12月31日止年度末期股息（更新）,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0617/2022061701571_c.pdf,建業地產,00832
2022-06-17,通函 - [資本化發行] 截至2021年13月31日止年度之末期股息（「末期股息」）以股代息計劃（「本計劃」）－選擇表格,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0617/2022061700476_c.pdf,建業地產,00832
2022-06-17,通函 - [資本化發行] 有關截至2021年12月31日止年度末期股息之以股代息計劃,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0617/2022061700458_c.pdf,建業地產,00832
2022-06-07,月報表 截至二零二二年五月三十一日止之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0607/2022060700711_c.pdf,恒大物业,06666
2022-06-07,月報表 截至二零二二年五月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0607/2022060700326_c.pdf,建業地產,00832
2022-06-06,公告及通告 - [內幕消息] 公告2022年5月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0606/2022060601704_c.pdf,建業地產,00832
2022-06-01,公告及通告 - [內幕消息] 內幕消息控股股東建議出售部分股份；及建議根據一般授權發行2024年到期的5%有擔保可換股債券,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0601/2022060103917_c.pdf,建業地產,00832
2022-05-31,公告及通告 - [股東周年大會的結果 / 股息或分派 / 暫停辦理過戶登記手續或更改暫停辦理過戶日期] 2022年5月31日舉行的股東週年大會的投票結果,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0531/2022053102356_c.pdf,建業地產,00832
2022-05-06,月報表 截至二零二二年四月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0506/2022050600628_c.pdf,恒大物业,06666
2022-05-05,公告及通告 - [內幕消息] 公告 2022年4月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0505/2022050502383_c.pdf,建業地產,00832
2022-05-05,月報表 截至二零二二年四月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0505/2022050501650_c.pdf,建業地產,00832
2022-05-03,公告及通告 - [更換公司秘書] 財務總監、公司秘書及授權代表之變動,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0503/2022050302767_c.pdf,建業地產,00832
2022-04-26,財務報表/環境、社會及管治資料 - [環境、社會及管治資料/報告] 2021環境、社會及管治報告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0426/2022042600160_c.pdf,建業地產,00832
2022-04-26,通函 - [其他] 致登記股東之通知信函,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0426/2022042600138_c.pdf,建業地產,00832
2022-04-26,委任代表表格 擬於2022年5月31日舉行的股東週年大會代表委任表格,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0426/2022042600130_c.pdf,建業地產,00832
2022-04-26,公告及通告 - [股東周年大會通告 / 暫停辦理過戶登記手續或更改暫停辦理過戶日期] 股東週年大會通告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0426/2022042600124_c.pdf,建業地產,00832
2022-04-26,通函 - [在股東批准的情況下重選或委任董事 / 一般性授權 / 回購股份的說明函件] 建議授予購回股份及發行股份的一般授權；宣派股息、以股代息計劃及暫停辦理股份過戶登記；重選董事；及股東週年大會通告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0426/2022042600122_c.pdf,建業地產,00832
2022-04-26,財務報表/環境、社會及管治資料 - [年報] 2021年度報告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0426/2022042600120_c.pdf,建業地產,00832
2022-04-08,公告及通告 - [內幕消息] 公告2022年3月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0408/2022040800610_c.pdf,建業地產,00832
2022-04-07,月報表 截至二零二二年三月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0407/2022040700545_c.pdf,建業地產,00832
2022-04-06,月報表 截至二零二二年三月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0406/2022040600636_c.pdf,恒大物业,06666
2022-03-29,公告及通告 - [內幕消息] 內幕消息成立獨立調查委員會委任專業顧問,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0329/2022032902097_c.pdf,恒大物业,06666
2022-03-28,公告及通告 - [股息或分派（公告表格）] 截至2021年12月31日止年度的年度業績公告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0328/2022032802295_c.pdf,建業地產,00832
2022-03-28,公告及通告 - [末期業績 / 股息或分派 / 暫停辦理過戶登記手續或更改暫停辦理過戶日期] 截至2021年12月31日止年度的年度業績公告,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0328/2022032802283_c.pdf,建業地產,00832
2022-03-22,公告及通告 - [內幕消息] 內幕消息,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0322/2022032200286_c.pdf,恒大物业,06666
2022-03-22,公告及通告 - [內幕消息 / 延遲發表業績公告] 內幕消息 - 預期延遲刊發二零二一年經審核業績,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0322/2022032200292_c.pdf,恒大物业,06666
2022-03-21,公告及通告 - [短暫停牌] 交易所通告 - 短暫停牌,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0321/2022032100200_c.htm,恒大物业,06666
2022-03-21,公告及通告 - [短暫停牌] 短暫停牌,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0321/2022032100234_c.pdf,恒大物业,06666
2022-03-14,公告及通告 - [董事會召開日期] 董事會會議召開日期,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0314/2022031401108_c.pdf,建業地產,00832
2022-03-07,公告及通告 - [內幕消息] 公告2022年2月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0307/2022030700926_c.pdf,建業地產,00832
2022-03-04,月報表 截至二零二二年二月二十八日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0304/2022030400478_c.pdf,恒大物业,06666
2022-03-04,月報表 截至二零二二年二月二十八日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0304/2022030400690_c.pdf,建業地產,00832
2022-02-14,公告及通告 - [更換行政總裁] 更換首席執行官,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0214/2022021400024_c.pdf,建業地產,00832
2022-02-09,公告及通告 - [更換董事或重要行政職能或職責的變更 / 更換審核委員會成員] 董事委任及辭任,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0209/2022020901225_c.pdf,恒大物业,06666
2022-02-09,公告及通告 - [董事名單和他們的地位和作用] 董事名單及其角色和職能,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0209/2022020901233_c.pdf,恒大物业,06666
2022-02-09,月報表 截至二零二二年一月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0209/2022020901257_c.pdf,恒大物业,06666
2022-02-08,公告及通告 - [內幕消息] 公告2022年1月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0208/2022020801792_c.pdf,建業地產,00832
2022-02-08,月報表 截至二零二二年一月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0208/2022020801358_c.pdf,建業地產,00832
2022-02-08,月報表 截至二零二一年十二月三十一日止月份之股份發行人的證券變動月報表(經修訂),https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0208/2022020801336_c.pdf,建業地產,00832
2022-01-06,月報表 截至二零二一年十二月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0106/2022010601358_c.pdf,恒大物业,06666
2022-01-05,翌日披露報表 - [其他] 翌日披露報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0105/2022010502014_c.pdf,建業地產,00832
2022-01-05,月報表 截至二零二一年十二月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0105/2022010502011_c.pdf,建業地產,00832
2022-01-04,公告及通告 - [內幕消息] 公告2021年12月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0104/2022010402093_c.pdf,建業地產,00832
2021-12-28,公告及通告 - [股東特別大會的結果] 2021年12月28日舉行的股東特別大會的投票結果,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1228/2021122800831_c.pdf,建業地產,00832
2021-12-09,公告及通告 - [內幕消息] 公告2021年11月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1209/2021120900560_c.pdf,建業地產,00832
2021-12-09,展示文件 展示文件 - 持續關連交易,https://www1.hkexnews.hk/listedco/listconews/sehk/dod/tc.html,建業地產,00832
2021-12-09,委任代表表格 擬於2021年12月28日舉行的股東特別大會代表委任表格,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1209/2021120900124_c.pdf,建業地產,00832
2021-12-09,公告及通告 - [股東特別大會通告] 股東特別大會通告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1209/2021120900122_c.pdf,建業地產,00832
2021-12-09,通函 - [持續關連交易] 持續關連交易(1)建議重續諮詢及管理服務框架協議；(2)建議重續智能化科技服務框架協議；及(3)股東特別大會通告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1209/2021120900120_c.pdf,建業地產,00832
2021-12-06,月報表 截至二零二一年十一月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1206/2021120602111_c.pdf,恒大物业,06666
2021-12-06,月報表 截至二零二一年十一月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1206/2021120601665_c.pdf,建業地產,00832
2021-12-01,公告及通告 - [持續關連交易 / 延遲發送通函或其他文件] 延遲寄發通函,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1201/2021120102653_c.pdf,建業地產,00832
2021-11-19,公告及通告 - [更換董事或重要行政職能或職責的變更 / 更換審核委員會成員 / 更換薪酬委員會成員] 董事委任及辭任,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1119/2021111901182_c.pdf,恒大物业,06666
2021-11-19,公告及通告 - [董事名單和他們的地位和作用] 董事名單及其角色和職能,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1119/2021111901190_c.pdf,恒大物业,06666
2021-11-11,公告及通告 - [持續關連交易] 持續關連交易(1)建議重續諮詢及管理服務框架協議；及(2)建議重續智能化科技服務框架協議及修訂年度上限,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1111/2021111101587_c.pdf,建業地產,00832
2021-11-09,公告及通告 - [持續關連交易] 持續關連交易(1)重續田園綜合體項目管理服務框架協議及修訂年度上限；(2)修訂採購服務框架協議；及(3)有關重續商業資產管理服務框架協議及旅遊服務框架協議的補充資料,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1109/2021110901224_c.pdf,建業地產,00832
2021-11-09,翌日披露報表 - [股份購回] 翌日披露報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1109/2021110901168_c.pdf,建業地產,00832
2021-11-08,公告及通告 - [其他-雜項] 贖回2021年到期票息6.75%優先票據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1108/2021110801297_c.pdf,建業地產,00832
2021-11-08,翌日披露報表 - [股份購回] 翌日披露報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1108/2021110801165_c.pdf,建業地產,00832
2021-11-08,翌日披露報表 - [股份購回] 翌日披露報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1108/2021110800060_c.pdf,建業地產,00832
2021-11-05,公告及通告 - [內幕消息] 公告2021年10月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1105/2021110501484_c.pdf,建業地產,00832
2021-11-04,月報表 截至二零二一年十月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1104/2021110401206_c.pdf,恒大物业,06666
2021-11-04,公告及通告 - [董事名單和他們的地位和作用] 董事名單與其角色和職能,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1104/2021110402127_c.pdf,建業地產,00832
2021-11-04,公告及通告 - [更換董事或重要行政職能或職責的變更] 執行董事辭任,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1104/2021110402125_c.pdf,建業地產,00832
2021-11-04,月報表 截至二零二一年十月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1104/2021110400509_c.pdf,建業地產,00832
2021-11-02,公告及通告 - [其他-雜項] 自願性公告有關2021年11月到期票息6.75%優先票據之資金匯出至受託人,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1102/2021110200018_c.pdf,建業地產,00832
2021-10-29,公告及通告 - [持續關連交易] 持續關連交易重續商業資產管理服務框架協議及旅遊服務框架協議,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1029/2021102902245_c.pdf,建業地產,00832
2021-10-28,公告及通告 - [海外監管公告-其他] 海外監管公告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1028/2021102801864_c.pdf,建業地產,00832
2021-10-28,公告及通告 - [其他-雜項] 自願性公告有關2021年11月到期票息6.75%優先票據之人民幣30億元資金調撥,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1028/2021102801336_c.pdf,建業地產,00832
2021-10-21,公告及通告 - [復牌] 交易所通告 - 復牌,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1021/2021102100222_c.htm,恒大物业,06666
2021-10-20,公告及通告 - [內幕消息 / 復牌] 內幕消息及恢復買賣,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1020/2021102000962_c.pdf,恒大物业,06666
2021-10-12,公告及通告 - [其他-雜項] 自願性公告購回部分2021年到期優先票據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1012/2021101200750_c.pdf,建業地產,00832
2021-10-07,月報表 截至二零二一年九月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1007/2021100700761_c.pdf,恒大物业,06666
2021-10-07,月報表 截至二零二一年九月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1007/2021100700491_c.pdf,建業地產,00832
2021-10-06,公告及通告 - [其他-雜項] 自願性公告購回部分優先票據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1006/2021100601438_c.pdf,建業地產,00832
2021-10-04,公告及通告 - [短暫停牌] 交易所通告 - 短暫停牌,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1004/2021100400202_c.htm,恒大物业,06666
2021-10-04,公告及通告 - [短暫停牌] 短暫停牌,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1004/2021100400800_c.pdf,恒大物业,06666
2021-10-04,公告及通告 - [內幕消息] 公告2021年9月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1004/2021100402852_c.pdf,建業地產,00832
2021-09-20,公告及通告 - [其他-雜項] 自願性公告購回部分2024年到期優先票據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0920/2021092001135_c.pdf,建業地產,00832
2021-09-17,公告及通告 - [股權出現變動 / 其他-雜項] 自願性公告控股股東繼續增持股份,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0917/2021091701393_c.pdf,建業地產,00832
2021-09-12,公告及通告 - [其他-雜項] 自願性公告購回部分2024年到期優先票據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0912/2021091200010_c.pdf,建業地產,00832
2021-09-10,財務報表/環境、社會及管治資料 - [中期/半年度報告] 2021 中期報告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0910/2021091000403_c.pdf,恒大物业,06666
2021-09-09,公告及通告 - [其他-雜項] 自願性公告購回部分2023年到期票息7.9%優先票據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0909/2021090901224_c.pdf,建業地產,00832
2021-09-09,公告及通告 - [股東特別大會的結果] 二零二一年九月九日舉行的股東特別大會的投票結果,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0909/2021090901222_c.pdf,建業地產,00832
2021-09-03,月報表 截至二零二一年八月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0903/2021090300630_c.pdf,恒大物业,06666
2021-09-03,公告及通告 - [內幕消息] 公告2021年8月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0903/2021090301381_c.pdf,建業地產,00832
2021-09-03,月報表 截至二零二一年八月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0903/2021090301218_c.pdf,建業地產,00832
2021-08-31,公告及通告 - [中期業績] 截至2021年6月30日止六個月未經審核之中期業績公告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0831/2021083100474_c.pdf,恒大物业,06666
2021-08-25,財務報表/環境、社會及管治資料 - [中期/半年度報告] 二零二一年中期報告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0825/2021082500064_c.pdf,建業地產,00832
2021-08-24,委任代表表格 擬於2021年9月9日舉行的股東特別大會代表委任表格,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0824/2021082400230_c.pdf,建業地產,00832
2021-08-24,公告及通告 - [股東特別大會通告] 股東特別大會通告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0824/2021082400218_c.pdf,建業地產,00832
2021-08-24,通函 - [持續關連交易] 持續關連交易(1)園林景觀服務框架協議；及(2)裝飾服務框架協議；及股東特別大會通告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0824/2021082400206_c.pdf,建業地產,00832
2021-08-20,公告及通告 - [股份期權計劃] 授出購股權,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0820/2021082001494_c.pdf,建業地產,00832
2021-08-19,公告及通告 - [董事會召開日期] 董事會會議召開日期,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0819/2021081901396_c.pdf,恒大物业,06666
2021-08-19,月報表 截至二零二一年七月三十一日止月份之股份發行人的證券變動月報表(經修訂),https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0819/2021081900340_c.pdf,建業地產,00832
2021-08-18,公告及通告 - [中期業績 / 股息或分派 / 暫停辦理過戶登記手續或更改暫停辦理過戶日期] 截至2021年6月30日止六個月中期業績公告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0818/2021081801502_c.pdf,建業地產,00832
2021-08-13,公告及通告 - [持續關連交易 / 延遲發送通函或其他文件] 延遲寄發通函,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0813/2021081301557_c.pdf,建業地產,00832
2021-08-10,公告及通告 - [其他-雜項] 不尋常證券價格和交易量波動,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0810/2021081001014_c.pdf,恒大物业,06666
2021-08-05,月報表 截至二零二一年七月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0805/2021080500640_c.pdf,建業地產,00832
2021-08-04,月報表 截至二零二一年七月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0804/2021080401068_c.pdf,恒大物业,06666
2021-08-03,公告及通告 - [內幕消息] 公告2021年7月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0803/2021080302573_c.pdf,建業地產,00832
2021-07-28,公告及通告 - [持續關連交易 / 延遲發送通函或其他文件] 延遲寄發通函,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0728/2021072801382_c.pdf,建業地產,00832
2021-07-23,公告及通告 - [董事會召開日期] 董事會會議召開日期,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0723/2021072301202_c.pdf,建業地產,00832
2021-07-19,公告及通告 - [盈利警告 / 內幕消息] 正面盈利預告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0719/2021071900851_c.pdf,恒大物业,06666
2021-07-08,公告及通告 - [更換董事或重要行政職能或職責的變更] 執行董事委任、董事長及總經理調任及提名委員會主席變更,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0708/2021070800594_c.pdf,恒大物业,06666
2021-07-08,公告及通告 - [董事名單和他們的地位和作用] 董事名單及其角色和職能,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0708/2021070800604_c.pdf,恒大物业,06666
2021-07-07,公告及通告 - [持續關連交易] 持續關連交易(1)園林景觀服務框架協議；及(2)裝飾服務框架協議,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0707/2021070701543_c.pdf,建業地產,00832
2021-07-07,月報表 截至二零二一年六月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0707/2021070701388_c.pdf,建業地產,00832
2021-07-06,月報表 截至二零二一年六月三十日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0706/2021070600939_c.pdf,恒大物业,06666
2021-07-02,公告及通告 - [內幕消息] 公告2021年6月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0702/2021070203308_c.pdf,建業地產,00832
2021-07-02,公告及通告 - [海外監管公告-證券發行及相關事宜] 海外監管公告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0702/2021070200879_c.pdf,建業地產,00832
2021-06-30,公告及通告 - [持續關連交易] 持續關連交易重續營銷及服務平台建設服務框架協議,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0630/2021063001585_c.pdf,建業地產,00832
2021-06-28,公告及通告 - [須予披露的交易 / 關連交易] 須予披露交易及關連交易收購目標公司49%股權,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0628/2021062801568_c.pdf,建業地產,00832
2021-06-28,公告及通告 - [其他-業務發展最新情況] 自願性公告有關潛在投資的諒解備忘錄,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0628/2021062800670_c.pdf,建業地產,00832
2021-06-15,公告及通告 - [股東周年大會的結果] 於2021年6月15日舉行之股東週年大會按股數投票表決結果,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0615/2021061501171_c.pdf,恒大物业,06666
2021-06-11,公告及通告 - [股權出現變動 / 其他-雜項] 自願性公告控股股東繼續增持股份,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0611/2021061101005_c.pdf,建業地產,00832
2021-06-07,公告及通告 - [股權出現變動 / 其他-雜項] 自願性公告控股股東繼續增持股份,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0607/2021060701054_c.pdf,建業地產,00832
2021-06-04,公告及通告 - [股權出現變動 / 其他-雜項] 自願性公告控股股東繼續增持股份,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0604/2021060401343_c.pdf,建業地產,00832
2021-06-04,月報表 截至二零二一年五月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0604/2021060400981_c.pdf,建業地產,00832
2021-06-03,月報表 截至二零二一年五月三十一日止月份之股份發行人的證券變動月報表,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0603/2021060301904_c.pdf,恒大物业,06666
2021-06-03,公告及通告 - [內幕消息] 公告2021年5月未經審核合同銷售數據,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0603/2021060301539_c.pdf,建業地產,00832
2021-06-01,公告及通告 - [股權出現變動 / 其他-雜項] 自願性公告控股股東繼續增持股份,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0601/2021060103071_c.pdf,建業地產,00832
